ID,Name,canonicalName,GBIF_ID,GBIF_NAME,rank,kingdom,phylum,class_,order,family,genus,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey
equuszebrahartmannae,Equus zebra hartmannae,Equus hartmannae,7799073,"Equus hartmannae Matschie, 1898",SPECIES,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,1,44,359,795,5479,8652950
equuszebrazebra,Equus zebra zebra,Equus zebra,2440888,"Equus zebra Linnaeus, 1758",SPECIES,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,1,44,359,795,5479,8652950
eragrostiscurvula,Eragrostis curvula,Eragrostis curvula,2705378,Eragrostis curvula Nees,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,6,7707728,196,1369,3073,2705322
eragrostislehmanniana,Eragrostis lehmanniana,Eragrostis lehmanniana,8080622,Eragrostis lehmanniana Nees,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,6,7707728,196,1369,3073,2705322
eragrostisnindensis,Eragrostis nindensis,Eragrostis nindensis,4143795,Eragrostis nindensis Ficalho & Hiern,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,6,7707728,196,1369,3073,2705322
eragrostispallens,Eragrostis pallens,Eragrostis pallens,4143512,Eragrostis pallens Hack.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,6,7707728,196,1369,3073,2705322
eragrostisrigidior,Eragrostis rigidior,Eragrostis cylindriflora,2705391,Eragrostis cylindriflora Hochst.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,6,7707728,196,1369,3073,2705322
eragrostistrichophora,Eragrostis trichophora,Eragrostis cylindriflora,2705391,Eragrostis cylindriflora Hochst.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,6,7707728,196,1369,3073,2705322
eragrostisviscosa,Eragrostis viscosa,Eragrostis viscosa,2705441,Eragrostis viscosa Trin.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,6,7707728,196,1369,3073,2705322
eremias,Eremias,Eremias,9135912,"Eremias Wiegmann, 1834",GENUS,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Eremias,1,44,358,715,5201,9135912
eremomelaicteropygialis,Eremomela icteropygialis,Eremomela icteropygialis,2492977,"Eremomela icteropygialis (Lafresnaye, 1839)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Eremomela,1,44,212,729,9293,2492968
eremopterixleucotis,Eremopterix leucotis,Eremopterix leucotis,2490692,"Eremopterix leucotis (Stanley, 1814)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Eremopterix,1,44,212,729,7211,2490688
eresidae,Eresidae,Eresidae,7369,Eresidae,FAMILY,Animalia,Arthropoda,Arachnida,Araneae,Eresidae,,1,54,367,1496,7369,
erianthemumngamicum,Erianthemum ngamicum,Erianthemum ngamicum,4002906,Erianthemum ngamicum (Sprague) Danser,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Santalales,Loranthaceae,Erianthemum,6,7707728,220,934,6663,7287858
erinaceinae,Erinaceinae,Erinaceinae,113279250,"Erinaceinae G.Fischer, 1814",SUBFAMILY,,,,,,,,,,,,
eriocephalusmicrophylluspubescens,Eriocephalus microphyllus var. pubescens,Eriocephalus microphyllus pubescens,4210265,Eriocephalus microphyllus var. pubescens (DC.) M.A.N.Müll.,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriocephalus,6,7707728,220,414,3065,3130098
eriospermumbakerianum,Eriospermum bakerianum,Eriospermum bakerianum,2775953,Eriospermum bakerianum Schinz,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Eriospermum,6,7707728,196,1169,7683,8326281
eriospermummackeniigalpinii,Eriospermum mackenii galpinii,Eriospermum mackenii galpinii,2775920,Eriospermum mackenii subsp. galpinii (Schinz) P.L.Perry,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Eriospermum,6,7707728,196,1169,7683,8326281
erythrophleumafricanum,Erythrophleum africanum,Erythrophleum africanum,2971189,Erythrophleum africanum Harms,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Erythrophleum,6,7707728,220,1370,5386,2971185
erythropygiapaena,Erythropygia paena,Erythropygia paena,5788857,"Erythropygia paena A.Smith, 1836",SPECIES,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erythropygia,1,44,212,729,9322,4845640
eucalyptus,Eucalyptus,Eucalyptus,7493935,Eucalyptus L'Hér.,GENUS,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,6,7707728,220,690,5014,7493935
eucleacrispa,Euclea crispa,Euclea crispa,6056988,Euclea crispa (Thunb.) Gürke,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Euclea,6,7707728,220,1353,6709,3234203
eucleanatalensis,Euclea natalensis,Euclea natalensis,6056978,Euclea natalensis A.DC.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Euclea,6,7707728,220,1353,6709,3234203
eucleaundulata,Euclea undulata,Euclea undulata,5662635,Euclea undulata Thunb.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Euclea,6,7707728,220,1353,6709,3234203
eumenidae,Eumenidae,Eumenidae,4240,Eumenidae,FAMILY,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,,1,54,216,1457,4240,
euplectesorix,Euplectes orix,Euplectes orix,2494088,"Euplectes orix (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Euplectes,1,44,212,729,9336,2494085
euplectesprogne,Euplectes progne,Euplectes progne,2494090,"Euplectes progne (Boddaert, 1783)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Euplectes,1,44,212,729,9336,2494085
eupodotisafra,Eupodotis afra,Afrotis afra,2474918,"Afrotis afra (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Aves,Otidiformes,Otididae,Afrotis,1,44,212,8708973,9610,2474912
eupodotisruficrista,Eupodotis ruficrista,Lophotis ruficrista,2474882,"Lophotis ruficrista (A.Smith, 1836)",SPECIES,Animalia,Chordata,Aves,Otidiformes,Otididae,Lophotis,1,44,212,8708973,9610,2474879
eurocephalusanguitimens,Eurocephalus anguitimens,Eurocephalus anguitimens,2492843,"Eurocephalus anguitimens A.Smith, 1836",SPECIES,Animalia,Chordata,Aves,Passeriformes,Laniidae,Eurocephalus,1,44,212,729,9315,2492841
falco,Falco,Falco,2480996,"Falco Linnaeus, 1758",GENUS,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,1,44,212,7191407,5240,2480996
falcobiarmicus,Falco biarmicus,Falco biarmicus,8014966,"Falco biarmicus Temminck, 1825",SPECIES,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,1,44,212,7191407,5240,2480996
falcochicquera,Falco chicquera,Falco chicquera,2481019,"Falco chicquera Daudin, 1800",SPECIES,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,1,44,212,7191407,5240,2480996
falconaumanni,Falco naumanni,Falco naumanni,9584698,"Falco naumanni Fleischer, 1818",SPECIES,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,1,44,212,7191407,5240,2480996
falcoperegrinus,Falco peregrinus,Falco peregrinus,2481047,"Falco peregrinus Tunstall, 1771",SPECIES,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,1,44,212,7191407,5240,2480996
falcorupicoloides,Falco rupicoloides,Falco rupicoloides,2481010,"Falco rupicoloides A.Smith, 1829",SPECIES,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,1,44,212,7191407,5240,2480996
faureasaligna,Faurea saligna,Faurea saligna,5636801,Faurea saligna Harv.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Faurea,6,7707728,220,400,2414,3232564
feliscatus,Felis catus,Felis catus,2435035,"Felis catus Linnaeus, 1758",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,1,44,359,732,9703,2435022
felisnigripes,Felis nigripes,Felis nigripes,2435037,"Felis nigripes Burchell, 1824",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,1,44,359,732,9703,2435022
felissylvestrislybica,Felis sylvestris lybica,Felis silvestris lybica,6164705,"Felis silvestris lybica Forster, 1780",SUBSPECIES,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,1,44,359,732,9703,2435022
ferrariaglutinosa,Ferraria glutinosa,Ferraria glutinosa,5297911,Ferraria glutinosa Rendle,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Ferraria,6,7707728,196,1169,7698,2747964
ficusingens,Ficus ingens,Ficus ingens,5570086,Ficus ingens Miq.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,6,7707728,220,691,6640,2984588
ficussalicifolia,Ficus salicifolia,Ficus cordata salicifolia,5570073,Ficus cordata subsp. salicifolia (Vahl) C.C.Berg,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,6,7707728,220,691,6640,2984588
fimbristylishispidula,Fimbristylis hispidula,Bulbostylis hispidula,5292456,Bulbostylis hispidula (Vahl) R.W.Haines,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Bulbostylis,6,7707728,196,1369,7708,2719209
formicidae,Formicidae,Formicidae,4342,Formicidae,FAMILY,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,1,54,216,1457,4342,
francolinus,Francolinus,Francolinus,5227810,"Francolinus Stephens, 1819",GENUS,Animalia,Chordata,Aves,Galliformes,Phasianidae,Francolinus,1,44,212,723,9331,5227810
francolinusadspersus,Francolinus adspersus,Francolinus adspersus,5227862,"Francolinus adspersus Waterhouse, 1838",SPECIES,Animalia,Chordata,Aves,Galliformes,Phasianidae,Francolinus,1,44,212,723,9331,5227810
francolinuslevaillantoides,Francolinus levaillantoides,Francolinus levalliantoides,5227888,"Francolinus levalliantoides (A.Smith, 1836)",SPECIES,Animalia,Chordata,Aves,Galliformes,Phasianidae,Francolinus,1,44,212,723,9331,5227810
fungi,Fungi,Fungi,5,Fungi,KINGDOM,Fungi,,,,,,5,,,,,
galagomoholi,Galago moholi,Galago moholi,2436522,"Galago moholi A.Smith, 1836",SPECIES,Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,1,44,359,798,3239554,2436518
galerellaflavescens,Galerella flavescens,Galerella flavescens,5219130,"Galerella flavescens (Bocage, 1889)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Galerella,1,44,359,732,9678,2434200
galerellapulverulenta,Galerella pulverulenta,Galerella pulverulenta,5219126,"Galerella pulverulenta (Wagner, 1839)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Galerella,1,44,359,732,9678,2434200
galerellasanguinea,Galerella sanguinea,Galerella sanguinea,5219098,"Galerella sanguinea (Rüppell, 1835)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Galerella,1,44,359,732,9678,2434200
gallusgallus,Gallus gallus,Gallus gallus,9326020,"Gallus gallus (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,1,44,212,723,9331,2473720
gastropoda,Gastropoda,Gastropoda,225,Gastropoda,CLASS,Animalia,Mollusca,Gastropoda,,,,1,52,225,,,
gazaniakrebsianaserrulata,Gazania krebsiana serrulata,Gazania krebsiana serrulata,5830923,Gazania krebsiana subsp. serrulata (DC.) Rössl.,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gazania,6,7707728,220,414,3065,3112454
geigeriaburkei,Geigeria burkei,Geigeria burkei,3119883,Geigeria burkei Harv.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Geigeria,6,7707728,220,414,3065,3119832
geigeriapectidea,Geigeria pectidea,Geigeria pectidea,3119842,Geigeria pectidea Harv.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Geigeria,6,7707728,220,414,3065,3119832
gekkonidae,Gekkonidae,Gekkonidae,5666,Gekkonidae,FAMILY,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,,1,44,358,715,5666,
genettagenetta,Genetta genetta,Genetta genetta,5219362,"Genetta genetta (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,1,44,359,732,5312,9745126
genettagenettapulchra,Genetta genetta pulchra,,,,,,,,,,,,,,,,
genettamaculata,Genetta maculata,Genetta maculata,5219355,"Genetta maculata (Gray, 1830)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,1,44,359,732,5312,9745126
genettatigrina,Genetta tigrina,Genetta tigrina,5219356,"Genetta tigrina (Schreber, 1776)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,1,44,359,732,5312,9745126
geochelonepardalis,Geochelone pardalis,Stigmochelys pardalis,2441757,"Stigmochelys pardalis (Bell, 1828)",SPECIES,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Stigmochelys,1,44,358,793,9618,2441546
gerrhosaurusflavigularis,Gerrhosaurus flavigularis,Gerrhosaurus flavigularis,6158983,"Gerrhosaurus flavigularis Wiegmann, 1828",SPECIES,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Gerrhosaurus,1,44,358,715,5667,2451668
gerrhosaurusnigrolineatus,Gerrhosaurus nigrolineatus,Gerrhosaurus nigrolineatus,6158981,"Gerrhosaurus nigrolineatus Hallowell, 1857",SPECIES,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Gerrhosaurus,1,44,358,715,5667,2451668
giraffacamelopardalis,Giraffa camelopardalis,Giraffa camelopardalis,2441205,"Giraffa camelopardalis (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa,1,44,359,731,5299,7716694
glaucidiumperlatum,Glaucidium perlatum,Glaucidium perlatum,5232086,"Glaucidium perlatum (Vieillot, 1817)",SPECIES,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,1,44,212,1450,9348,2497151
glossina,Glossina,Glossina,9460056,Glossina,GENUS,Animalia,Brachiopoda,Lingulata,Lingulida,Lingulidae,Glossina,1,110,209,1440,5230,9460056
gnaphaliumundulatum,Gnaphalium undulatum,Gnaphalium undulatum,8803074,Gnaphalium undulatum Sch.Bip.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium,6,7707728,220,414,3065,7655428
gnidiacapitata,Gnidia capitata,Gnidia capitata,5523413,Gnidia capitata L.f.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Gnidia,6,7707728,220,941,2428,3233897
gnidiapolycephala,Gnidia polycephala,Gnidia polycephala,5524385,Gnidia polycephala Gilg ex Engl.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Gnidia,6,7707728,220,941,2428,3233897
gomphocarpusfruticosus,Gomphocarpus fruticosus,Gomphocarpus fruticosus,7150619,Gomphocarpus fruticosus (L.) Ait.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Gomphocarpus,6,7707728,220,412,6701,6415904
gonopus,Gonopus,Gonopus,4746146,"Gonopus Latreille, 1829",GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Gonopus,1,54,216,1470,7857,4746146
graphiurusmurinus,Graphiurus murinus,Graphiurus murinus,5219911,"Graphiurus murinus (Desmarest, 1822)",SPECIES,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,1,44,359,1459,3240562,5219902
grewiaavellanahiern,Grewia avellana,Grewia avellana,4261178,Grewia avellana Hiern,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,6,7707728,220,941,6685,3152078
grewiaflava,Grewia flava,Grewia flava,4261911,Grewia flava DC.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,6,7707728,220,941,6685,3152078
grewiaflavescens,Grewia flavescens,Grewia flavescens,4260042,Grewia flavescens Juss.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,6,7707728,220,941,6685,3152078
grewiaoccidentalis,Grewia occidentalis,Grewia occidentalis,4261391,Grewia occidentalis L.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,6,7707728,220,941,6685,3152078
grewiaretinervis,Grewia retinervis,Grewia retinervis,4260754,Grewia retinervis Burret,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,6,7707728,220,941,6685,3152078
gryllidae,Gryllidae,Gryllidae,5925,Gryllidae,FAMILY,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,,1,54,216,1458,5925,
gymnosporiaheterophylla,Gymnosporia heterophylla,Gymnosporia szyszylowiczii szyszylowiczii,9372747,Gymnosporia szyszylowiczii subsp. szyszylowiczii,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Gymnosporia,6,7707728,220,950,6715,7265395
gypohieraxangolensis,Gypohierax angolensis,Gypohierax angolensis,2480393,"Gypohierax angolensis (Gmelin, 1788)",SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypohierax,1,44,212,7191147,2877,8204438
gypsafricanus,Gyps africanus,Gyps africanus,9487001,"Gyps africanus Salvadori, 1865",SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,1,44,212,7191147,2877,2480382
gypscoprotheres,Gyps coprotheres,Gyps coprotheres,2480386,"Gyps coprotheres (J.R.Forster, 1798)",SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,1,44,212,7191147,2877,2480382
gyrinidae,Gyrinidae,Gyrinidae,9646,Gyrinidae,FAMILY,Animalia,Arthropoda,Insecta,Coleoptera,Gyrinidae,,1,54,216,1470,9646,
haliaeetusvocifer,Haliaeetus vocifer,Haliaeetus vocifer,2480454,"Haliaeetus vocifer (Daudin, 1800)",SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,1,44,212,7191147,2877,2480444
harpagophytumprocumbens,Harpagophytum procumbens,Harpagophytum procumbens,3585335,Harpagophytum procumbens DC. ex Meisn.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Pedaliaceae,Harpagophytum,6,7707728,220,408,6650,6417688
helichrysumargyrosphaerum,Helichrysum argyrosphaerum,Helichrysum argyrosphaerum,3131652,Helichrysum argyrosphaerum DC.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helichrysum,6,7707728,220,414,3065,3131108
helichrysumparonychioides,Helichrysum paronychioides,Helichrysum paronychioides,3131421,Helichrysum paronychioides DC.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helichrysum,6,7707728,220,414,3065,3131108
helioboluslugubris,Heliobolus lugubris,Heliobolus lugubris,2469620,"Heliobolus lugubris (Smith, 1838)",SPECIES,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Heliobolus,1,44,358,715,5201,2469612
heliotropiumciliatum,Heliotropium ciliatum,Heliotropium ciliatum,4066841,Heliotropium ciliatum Kaplan,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Heliotropium,6,7707728,220,7226464,4930387,2925766
heliotropiumovalifolium,Heliotropium ovalifolium,Euploca ovalifolia,4062375,Euploca ovalifolia (Forssk.) Diane & Hilger,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Euploca,6,7707728,220,7226464,4930387,7917854
helogaleparvula,Helogale parvula,Helogale parvula,2434165,"Helogale parvula (Sundevall, 1847)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Helogale,1,44,359,732,9678,2434158
hemachatushaemachatus,Hemachatus haemachatus,Hemachatus haemachatus,2470585,"Hemachatus haemachatus (Bonnaterre, 1790)",SPECIES,Animalia,Chordata,Reptilia,Squamata,Elapidae,Hemachatus,1,44,358,715,9455,2470584
hermanniatomentosa,Hermannia tomentosa,Hermannia tomentosa,8181751,Hermannia tomentosa Schinz ex Engl.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hermannia,6,7707728,220,941,6685,3152198
hermbstaedtiafleckii,Hermbstaedtia fleckii,Hermbstaedtia fleckii,3674017,Hermbstaedtia fleckii C.B.Clarke,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Hermbstaedtia,6,7707728,220,422,3064,3085070
hermbstaedtialinearis,Hermbstaedtia linearis,Hermbstaedtia linearis,3673999,Hermbstaedtia linearis Schinz,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Hermbstaedtia,6,7707728,220,422,3064,3085070
herpestesichneumon,Herpestes ichneumon,Herpestes ichneumon,2434255,"Herpestes ichneumon (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,1,44,359,732,9678,2434243
hibiscusengleri,Hibiscus engleri,Hibiscus engleri,3937723,Hibiscus engleri K.Schum.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,6,7707728,220,941,6685,3152542
hippoboscidae,Hippoboscidae,Hippoboscidae,9491,Hippoboscidae,FAMILY,Animalia,Arthropoda,Insecta,Diptera,Hippoboscidae,,1,54,216,811,9491,
hippopotamusamphibius,Hippopotamus amphibius,Hippopotamus amphibius,2441247,"Hippopotamus amphibius Linnaeus, 1758",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,1,44,359,731,5300,2441245
hipposideroscaffer,Hipposideros caffer,Hipposideros caffer,5218575,"Hipposideros caffer (Sundevall, 1846)",SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,1,44,359,734,3239753,5218553
hippotragusequinus,Hippotragus equinus,Hippotragus equinus,2441030,"Hippotragus equinus (É.Geoffroy Saint-Hilaire, 1803)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,1,44,359,731,9614,2441029
hippotragusniger,Hippotragus niger,Hippotragus niger,2441031,"Hippotragus niger (Harris, 1838)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,1,44,359,731,9614,2441029
hirundorustica,Hirundo rustica,Hirundo rustica,9515886,"Hirundo rustica Linnaeus, 1758",SPECIES,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,1,44,212,729,5248,2489222
hodotermes,Hodotermes,Hodotermes,8179928,"Hodotermes Hagen, 1853",GENUS,Animalia,Arthropoda,Insecta,Blattodea,Hodotermitidae,Hodotermes,1,54,216,800,4802708,8179928
hodotermesmossambicus,Hodotermes mossambicus,Hodotermes mossambicus,9088572,"Hodotermes mossambicus (Hagen, 1853)",SPECIES,Animalia,Arthropoda,Insecta,Blattodea,Hodotermitidae,Hodotermes,1,54,216,800,4802708,8179928
hoffmannseggiaburchellii,Hoffmannseggia burchellii,Hoffmannseggia burchellii,5347548,Hoffmannseggia burchellii (DC.) Oliv.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hoffmannseggia,6,7707728,220,1370,5386,8043025
hoodiagordonii,Hoodia gordonii,Ceropegia gordonii,9470399,Ceropegia gordonii (Masson) Bruyns,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,6,7707728,220,412,6701,7150518
huernialongituba,Huernia longituba,Ceropegia longituba,9523202,Ceropegia longituba (N.E.Br.) Bruyns,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,6,7707728,220,412,6701,7150518
huerniopsisdecipiens,Huerniopsis decipiens,Ceropegia decipiens,9438224,Ceropegia decipiens (N.E.Br.) Bruyns,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,6,7707728,220,412,6701,7150518
hyaenabrunnea,Hyaena brunnea,Hyaena brunnea,5218780,"Hyaena brunnea Thunberg, 1820",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,1,44,359,732,5306,7694357
hydrictismaculicollis,Hydrictis maculicollis,Hydrictis maculicollis,2434094,"Hydrictis maculicollis (Lichtenstein, 1835)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Hydrictis,1,44,359,732,5307,2434093
hyparrheniafilipendulapilosa,Hyparrhenia filipendula pilosa,Hyparrhenia filipendula pilosa,4109839,Hyparrhenia filipendula var. pilosa (Hochst.) Stapf,VARIETY,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hyparrhenia,6,7707728,196,1369,3073,2703241
hypolimnasmisippus,Hypolimnas misippus,Hypolimnas misippus,1910628,"Hypolimnas misippus (Linnaeus, 1764)",SPECIES,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypolimnas,1,54,216,797,7017,7733971
hypoxisnitida,Hypoxis nitida,Hypoxis obtusa,2852934,Hypoxis obtusa Burch. ex Ker Gawl.,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Hypoxidaceae,Hypoxis,6,7707728,196,1169,7686,2740390
hystrixafricaeaustralis,Hystrix africaeaustralis,Hystrix africaeaustralis,5219885,"Hystrix africaeaustralis Peters, 1852",SPECIES,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,1,44,359,1459,9705,2311276
ichneumiaalbicauda,Ichneumia albicauda,Ichneumia albicauda,9468301,Ichneumia albicauda G,SPECIES,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Ichneumia,1,44,359,732,9678,2434149
ictonyxstriatus,Ictonyx striatus,Ictonyx striatus,2433840,"Ictonyx striatus (Perry, 1810)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Ictonyx,1,44,359,732,5307,2433839
indigoferaalternans,Indigofera alternans,Indigofera alternans,2971743,Indigofera alternans DC.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,6,7707728,220,1370,5386,2971355
indigoferacharlieriana,Indigofera charlieriana,Indigofera charlierana,2972109,Indigofera charlierana Schinz,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,6,7707728,220,1370,5386,2971355
ipomoea,Ipomoea,Ipomoea,2928509,Ipomoea L.,GENUS,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,6,7707728,220,1176,2389,2928509
ipomoeabolusiana,Ipomoea bolusiana,Ipomoea bolusiana,3677670,Ipomoea bolusiana Schinz,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,6,7707728,220,1176,2389,2928509
ixodida,Ixodida,Ixodida,1425,Ixodida,ORDER,Animalia,Arthropoda,Arachnida,Ixodida,,,1,54,367,1425,,
juliformia,Juliformia,,,,,,,,,,,,,,,,
kalahariauncinata,Kalaharia uncinata,Kalaharia uncinata,7308498,Kalaharia uncinata (Schinz) Moldenke,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Kalaharia,6,7707728,220,408,2497,8406701
